predictor,label,Effect,NumDF,DenDF,ChiSq,FValue,ProbChiSq,ProbF,adjusted,fdr_p
donorparity,MONO,predictorvalue,2,1904,3.85,1.93,0.1455737709,1.4585760E-01,1,0.559898912
timesincecat,TRI,predictorv,3,2530,5.38,1.79,0.1457649362,1.4605733E-01,1,0.559898912
meandonorsex,ALP,predictorvalue,1,6620,2.11,2.11,0.1465247931,1.4657218E-01,1,0.559898912
meanweekday,FERRITIN,predictorvalue,5,2548,8.18,1.64,0.146540811,1.4697346E-01,1,0.559898912
donorparity,CL,predictorvalue,2,20833,3.79,1.90,0.1501954642,1.5022138E-01,1,0.5614714621
meandonorsex,CA,predictorvalue,1,12608,2.07,2.07,0.1502166128,1.5024144E-01,1,0.5614714621
meandonorsex,STDBIK,predictorvalue,1,20074,2.06,2.06,0.1511908055,1.5120639E-01,1,0.5614714621
meanstoragetime,NEUTRO,predspline,2,10759,3.78,1.89,0.1513466206,1.5139677E-01,1,0.5614714621
meandonorsex,MCHC,predictorvalue,1,23840,2.01,2.01,0.1562720926,1.5628516E-01,1,0.5757874402
idbloodgroupcat,TROP_T,predictorv,1,4313,1.97,1.97,0.1600112259,1.6008324E-01,1,0.5831034034
meandonationtime,RET,predspline,2,484,3.66,1.83,0.1602425247,1.6135082E-01,1,0.5831034034
foreigndonor,BE,predictorv,1,19958,1.96,1.96,0.161379146,1.6139469E-01,1,0.5831034034
timesincecat,APTT,predictorv,3,21937,5.13,1.71,0.1627915004,1.6282506E-01,1,0.5845002051
foreigndonor,CRP,predictorvalue,1,47251,1.91,1.91,0.1670044438,1.6701098E-01,1,0.5957079426
foreigndonor,ASAT,predictorv,1,15150,1.86,1.86,0.1725790124,1.7259928E-01,1,0.6091794977
donorparity,FERRITIN,predictorv,2,2550,3.51,1.76,0.1727546578,1.7296346E-01,1,0.6091794977
meandonorsex,BILI_K,predictorv,1,4785,1.85,1.85,0.1742846012,1.7434864E-01,1,0.6097144383
numdoncat,KREA,predictorv,4,49858,6.34,1.58,0.1752745323,1.7529290E-01,1,0.6097144383
meanweekday,BASOF,predictorv,5,1907,7.61,1.52,0.1788625599,1.7943350E-01,1,0.6202639561
meandonorage,CO2,predspline,2,1063,3.38,1.69,0.1847326355,1.8522792E-01,1,0.6353294538
meanweekday,MYELO,predictorv,5,346,7.55,1.51,0.1829421003,1.8606077E-01,1,0.6353294538
timesincecat,EGFR,predictorv,3,7550,4.76,1.59,0.190364972,1.9046042E-01,1,0.636868393
donorparity,LYMF,predictorvalue,2,1897,3.32,1.66,0.190552594,1.9082855E-01,1,0.636868393
meanweekday,LPK,predictorvalue,5,55756,7.41,1.48,0.1917637071,1.9178305E-01,1,0.636868393
meandonationtime,APTT,predspline,2,21847,3.30,1.65,0.192357905,1.9238183E-01,1,0.636868393
meanweekday,RET,predictorvalue,5,482,7.41,1.48,0.1918555624,1.9408079E-01,1,0.636868393
numdoncat,EGFR,predictorv,4,7549,6.03,1.51,0.1970138638,1.9713282E-01,1,0.636868393
meandonationtime,ALAT,predspline,2,16669,3.24,1.62,0.1977240907,1.9775525E-01,1,0.636868393
timesincecat,HAPTO,predictorvalue,3,364,4.68,1.56,0.1969475647,1.9890631E-01,1,0.636868393
idbloodgroupcat,INR,predictorvalue,1,27663,1.65,1.65,0.1989188419,1.9892960E-01,1,0.636868393
meandonationtime,BASOF,predspline,2,1907,3.21,1.61,0.2007896642,2.0106094E-01,1,0.636868393
timesincecat,EOSINO,predictorv,3,1892,4.63,1.54,0.2007442746,2.0112067E-01,1,0.636868393
meandonationtime,HBA1C,predspline,2,177,3.24,1.62,0.1983064096,2.0122527E-01,1,0.636868393
meandonorage,ASAT,predspline,2,15142,3.21,1.60,0.2012617441,2.0129590E-01,1,0.636868393
donorparity,MCHC,predictorvalue,2,23839,3.16,1.58,0.206338058,2.0635962E-01,1,0.649221266
meanstoragetime,PH,predspline,2,20161,3.14,1.57,0.2077426567,2.0776810E-01,1,0.6500007646
meandonorsex,INR,predictorv,1,27684,1.56,1.56,0.2112079316,2.1121850E-01,1,0.6527833756
meandonorage,CL,predspline,2,20833,3.09,1.55,0.2131955186,2.1321996E-01,1,0.6527833756
donorparity,RET,predictorvalue,2,485,3.09,1.55,0.2128233879,2.1387208E-01,1,0.6527833756
donorparity,STDBIK,predictorvalue,2,20073,3.08,1.54,0.2138469961,2.1387234E-01,1,0.6527833756
foreigndonor,ERYTRO,predictorv,1,36198,1.54,1.54,0.2144779223,2.1448597E-01,1,0.6527833756
meandonationtime,NEUTRO,predspline,2,10749,3.05,1.53,0.2173747403,2.1742184E-01,1,0.6543354846
foreigndonor,INR,predictorvalue,1,27705,1.52,1.52,0.2175249418,2.1753540E-01,1,0.6543354846
meandonationtime,LYMF,predspline,2,1894,3.04,1.52,0.2182344565,2.1850131E-01,1,0.6543354846
meanstoragetime,BE,predspline,2,19929,3.02,1.51,0.2210523822,2.2107765E-01,1,0.6548700091
meanweekday,CO2,predictorvalue,5,1061,7.00,1.40,0.220908615,2.2188711E-01,1,0.6548700091
meandonorage,STDBIK,predspline,2,20073,2.99,1.50,0.2239117139,2.2393669E-01,1,0.6548700091
timesincecat,PO2,predictorvalue,3,16381,4.36,1.45,0.2254036925,2.2544578E-01,1,0.6548700091
meandonationtime,OSMO,predspline,2,6399,2.96,1.48,0.2278544102,2.2793229E-01,1,0.6548700091
idbloodgroupcat,MCH,predictorvalue,1,36456,1.45,1.45,0.2283422036,2.2835002E-01,1,0.6548700091
timesincecat,LYMF,predictorvalue,3,1896,4.33,1.44,0.2284270522,2.2878873E-01,1,0.6548700091
numdoncat,NA,predictorv,4,45861,5.61,1.40,0.2298747097,2.2989346E-01,1,0.6548700091
meandonorsex,K,predictorv,1,46303,1.44,1.44,0.2308207468,2.3082688E-01,1,0.6548700091
meandonationtime,HAPTO,predspline,2,364,2.94,1.47,0.2300512369,2.3141264E-01,1,0.6548700091
timesincecat,ALP,predictorvalue,3,6620,4.29,1.43,0.2314401684,2.3154332E-01,1,0.6548700091
timesincecat,BILI_K,predictorvalue,3,4783,4.27,1.42,0.2334752155,2.3361752E-01,1,0.6561118794
meanstoragetime,PO2,predspline,2,16360,2.89,1.45,0.2353177832,2.3534789E-01,1,0.6561118794
numdoncat,CA_F,predictorvalue,4,20132,5.55,1.39,0.2354549778,2.3549730E-01,1,0.6561118794
meanweekday,ALP,predictorvalue,5,6615,6.77,1.35,0.2384857382,2.3863872E-01,1,0.6615727
meandonationtime,EOSINO,predspline,2,1890,2.86,1.43,0.2398470353,2.4010560E-01,1,0.6619781494
idbloodgroupcat,ALAT,predictorvalue,1,16718,1.37,1.37,0.2411324799,2.4114918E-01,1,0.6619781494
foreigndonor,FE,predictorvalue,1,1397,1.36,1.36,0.2436092193,2.4380824E-01,1,0.6619968805
donorparity,KREA,predictorv,2,49837,2.82,1.41,0.2442278401,2.4423758E-01,1,0.6619968805
meanstoragetime,BILI_K,predspline,2,4776,2.81,1.41,0.2448560258,2.4495751E-01,1,0.6619968805
numdoncat,NEUTRO,predictorvalue,4,10779,5.43,1.36,0.2463042893,2.4638187E-01,1,0.6619968805
meandonorage,MONO,predspline,2,1904,2.80,1.40,0.2468130566,2.4706669E-01,1,0.6619968805
meandonorage,ALP,predspline,2,6619,2.77,1.38,0.2507408009,2.5081328E-01,1,0.663170293
meanweekday,ASAT,predictorv,5,15142,6.60,1.32,0.2521287206,2.5219396E-01,1,0.663170293
meanweekday,PH,predictorvalue,5,20181,6.59,1.32,0.2533713763,2.5342021E-01,1,0.663170293
meandonorage,LD,predspline,2,6634,2.74,1.37,0.2542188621,2.5429073E-01,1,0.663170293
numdoncat,CL,predictorvalue,4,20842,5.34,1.33,0.2543621006,2.5440164E-01,1,0.663170293
timesincecat,KREA,predictorv,3,49859,4.06,1.35,0.2545968592,2.5461002E-01,1,0.663170293
meandonorage,BE,predspline,2,19947,2.72,1.36,0.2565977378,2.5662154E-01,1,0.6653150999
meandonationtime,CRP,predspline,2,47067,2.69,1.34,0.26114281,2.6115281E-01,1,0.6739427417
meanstoragetime,ALP,predspline,2,6610,2.66,1.33,0.2641573284,2.6422814E-01,1,0.6745652064
meandonorage,CRP,predspline,2,47224,2.65,1.33,0.2652629088,2.6527280E-01,1,0.6745652064
meandonationtime,TROP_I,predspline,2,574,2.65,1.32,0.2658241817,2.6663587E-01,1,0.6745652064
timesincecat,BILI,predictorv,3,22162,3.95,1.32,0.2667763037,2.6680523E-01,1,0.6745652064
meandonationtime,MYELO,predspline,2,348,2.65,1.32,0.2660800974,2.6741692E-01,1,0.6745652064
foreigndonor,TRI,predictorv,1,2532,1.21,1.21,0.2705604278,2.7066515E-01,1,0.6776070766
meandonorage,RET,predspline,2,485,2.62,1.31,0.2700903611,2.7104283E-01,1,0.6776070766
foreigndonor,METHB,predictorvalue,1,15393,1.20,1.20,0.2723346201,2.7235179E-01,1,0.6778533453
foreigndonor,ALP,predictorvalue,1,6622,1.18,1.18,0.2767562453,2.7679583E-01,1,0.680903334
idbloodgroupcat,LYMF,predictorvalue,1,1896,1.18,1.18,0.2767849052,2.7692314E-01,1,0.680903334
meandonationtime,GT,predspline,2,7640,2.57,1.28,0.2773219101,2.7738161E-01,1,0.680903334
meandonorage,BASOF,predspline,2,1910,2.56,1.28,0.2782025174,2.7844083E-01,1,0.680903334
numdoncat,INR,predictorv,4,27702,5.07,1.27,0.2800152762,2.8004351E-01,1,0.6818450646
meandonationtime,BILI,predspline,2,22079,2.52,1.26,0.2833029913,2.8332340E-01,1,0.6824669774
meanweekday,GLUKOS,predictorvalue,5,44113,6.22,1.24,0.2851651354,2.8518603E-01,1,0.6824669774
foreigndonor,BASOF,predictorv,1,1911,1.14,1.14,0.2864282008,2.8656286E-01,1,0.6824669774
donorparity,META,predictorvalue,2,370,2.50,1.25,0.2865178365,2.8772482E-01,1,0.6824669774
meanstoragetime,ASAT,predspline,2,15119,2.45,1.23,0.2933933205,2.9342250E-01,1,0.6824669774
idbloodgroupcat,TRANSF,predictorv,1,49,1.12,1.12,0.2888659926,2.9406598E-01,1,0.6824669774
timesincecat,GLUKOS,predictorvalue,3,44128,3.71,1.24,0.2945117888,2.9452548E-01,1,0.6824669774
foreigndonor,STDBIK,predictorvalue,1,20083,1.10,1.10,0.2947266575,2.9473927E-01,1,0.6824669774
numdoncat,BASOF,predictorv,4,1908,4.92,1.23,0.295337916,2.9573334E-01,1,0.6824669774
meandonationtime,META,predspline,2,369,2.44,1.22,0.2958148911,2.9700139E-01,1,0.6824669774
meandonationtime,PH,predspline,2,20142,2.42,1.21,0.2974570153,2.9747873E-01,1,0.6824669774
idbloodgroupcat,MCV,predictorvalue,1,36368,1.08,1.08,0.2978365195,2.9784344E-01,1,0.6824669774
donorparity,ALAT,predictorvalue,2,16738,2.42,1.21,0.2984475201,2.9847359E-01,1,0.6824669774
meanweekday,MONO,predictorv,5,1901,6.08,1.22,0.2987846979,2.9925340E-01,1,0.6824669774
meanstoragetime,META,predspline,2,369,2.42,1.21,0.2980996786,2.9928029E-01,1,0.6824669774
foreigndonor,ALAT,predictorvalue,1,16746,1.08,1.08,0.2997830216,2.9979799E-01,1,0.6824669774
meandonorsex,META,predictorvalue,1,371,1.07,1.07,0.3011575158,3.0183102E-01,1,0.6843132357
idbloodgroupcat,ALB,predictorvalue,1,22851,1.05,1.05,0.3044380066,3.0444888E-01,1,0.6867964008
foreigndonor,KREA,predictorv,1,49861,1.05,1.05,0.3056102621,3.0561523E-01,1,0.6867964008
meandonorsex,PO2,predictorvalue,1,16375,1.04,1.04,0.3070815493,3.0709664E-01,1,0.6867964008
meandonorage,COHB,predspline,2,14013,2.36,1.18,0.3078014635,3.0783196E-01,1,0.6867964008
meandonationtime,ALB,predspline,2,22785,2.31,1.16,0.3142766236,3.1429510E-01,1,0.698433561
idbloodgroupcat,BE,predictorv,1,19934,1.00,1.00,0.3174547073,3.1746684E-01,1,0.7019036694
meanweekday,EOSINO,predictorv,5,1890,5.88,1.18,0.3179148576,3.1836345E-01,1,0.7019036694
meandonorage,TRANSF,predspline,2,48,2.33,1.17,0.3112823361,3.1995748E-01,1,0.7026517186
foreigndonor,MYELO,predictorv,1,350,0.98,0.98,0.3221364883,3.2282045E-01,1,0.7061697421
meandonationtime,TRANSF,predspline,2,48,2.30,1.15,0.3165513662,3.2512193E-01,1,0.7080009675
numdoncat,ALB,predictorvalue,4,22887,4.64,1.16,0.3261556466,3.2618616E-01,1,0.7080009675
meanweekday,APTT,predictorv,5,21929,5.78,1.16,0.3282331283,3.2827075E-01,1,0.7083379733
numdoncat,PO2,predictorvalue,4,16380,4.60,1.15,0.330593353,3.3063547E-01,1,0.7083379733
meandonorage,INR,predspline,2,27683,2.21,1.11,0.3311096418,3.3112425E-01,1,0.7083379733
meandonationtime,NTPROBNP,predspline,2,807,2.21,1.10,0.3318860131,3.3238579E-01,1,0.7083379733
meandonationtime,METHB,predspline,2,15350,2.20,1.10,0.3333789981,3.3340520E-01,1,0.7083379733
meanweekday,STDBIK,predictorvalue,5,20074,5.73,1.15,0.3338903274,3.3393076E-01,1,0.7083379733
foreigndonor,LYMF,predictorvalue,1,1898,0.93,0.93,0.335935411,3.3605798E-01,1,0.710160261
meanweekday,ERYTRO,predictorv,5,36187,5.66,1.13,0.3402471289,3.4026914E-01,1,0.7135584445
meandonationtime,CA,predspline,2,12562,2.15,1.08,0.3407590131,3.4079045E-01,1,0.7135584445
numdoncat,CO2,predictorvalue,4,1062,4.50,1.13,0.3420667204,3.4269439E-01,1,0.7135584445
meanstoragetime,HAPTO,predspline,2,363,2.15,1.07,0.3416799579,3.4276290E-01,1,0.7135584445
donorparity,ASAT,predictorv,2,15142,2.13,1.06,0.3451809871,3.4520678E-01,1,0.7137470092
numdoncat,BILI,predictorv,4,22161,4.48,1.12,0.3453727238,3.4540257E-01,1,0.7137470092
numdoncat,RET,predictorvalue,4,483,4.46,1.12,0.3469934422,3.4835055E-01,1,0.7171923013
donorparity,CA,predictorvalue,2,12607,2.09,1.04,0.3517758711,3.5180633E-01,1,0.7216540023
timesincecat,BASOF,predictorv,3,1909,3.26,1.09,0.3532723242,3.5354443E-01,1,0.7225725675
meandonationtime,CO2,predspline,2,1062,2.05,1.02,0.359198696,3.5955299E-01,1,0.732180635
meandonorage,HAPTO,predspline,2,365,2.00,1.00,0.3682752998,3.6927981E-01,1,0.7492633882
meandonationtime,CA_F,predspline,2,20087,1.98,0.99,0.3711010175,3.7111917E-01,1,0.7502770237
meandonorsex,ASAT,predictorv,1,15143,0.78,0.78,0.3760144698,3.7602853E-01,1,0.7574675349
numdoncat,MYELO,predictorv,4,347,4.22,1.05,0.3774259176,3.7914021E-01,1,0.7583946196
donorparity,BILI_K,predictorv,2,4784,1.92,0.96,0.3819642583,3.8203820E-01,1,0.7583946196
meanweekday,PO2,predictorvalue,5,16374,5.26,1.05,0.3844673979,3.8450944E-01,1,0.7583946196
meandonorage,PH,predspline,2,20179,1.91,0.95,0.3849045358,3.8492192E-01,1,0.7583946196
timesincecat,CRP,predictorvalue,3,47249,3.04,1.01,0.3853389594,3.8534895E-01,1,0.7583946196
foreigndonor,GT,predictorvalue,1,7672,0.75,0.75,0.3857686747,3.8579580E-01,1,0.7583946196
foreigndonor,RET,predictorvalue,1,486,0.75,0.75,0.3855404399,3.8596869E-01,1,0.7583946196
donorparity,PO2,predictorvalue,2,16374,1.87,0.94,0.3916977381,3.9171875E-01,1,0.7631564144
meanstoragetime,NTPROBNP,predspline,2,810,1.87,0.94,0.3918234559,3.9224768E-01,1,0.7631564144
timesincecat,COHB,predictorvalue,3,14018,2.99,1.00,0.393393069,3.9342587E-01,1,0.7631564144
meanstoragetime,LAKTAT,predspline,2,18638,1.86,0.93,0.3938248735,3.9384322E-01,1,0.7631564144
meandonationtime,EGFR,predspline,2,7547,1.84,0.92,0.3992060691,3.9925067E-01,1,0.768556444
meandonorage,TPK,predspline,2,53522,1.84,0.92,0.3993685801,3.9937487E-01,1,0.768556444
timesincecat,STDBIK,predictorvalue,3,20081,2.93,0.98,0.4019041747,4.0192644E-01,1,0.7687320023
numdoncat,LYMF,predictorvalue,4,1895,4.02,1.00,0.4033544781,4.0364264E-01,1,0.7687320023
meandonorage,HBA1C,predspline,2,177,1.82,0.91,0.4024938834,4.0436882E-01,1,0.7687320023
donorparity,FE,predictorvalue,2,1395,1.81,0.90,0.4047197863,4.0495704E-01,1,0.7687320023
meandonationtime,LD,predspline,2,6609,1.79,0.90,0.4082834481,4.0833301E-01,1,0.7704258979
donorparity,LD,predictorvalue,2,6634,1.79,0.89,0.4095160707,4.0956527E-01,1,0.7704258979
donorparity,BASOF,predictorv,2,1910,1.78,0.89,0.4116747547,4.1184446E-01,1,0.7704258979
idbloodgroupcat,LD,predictorvalue,1,6621,0.67,0.67,0.4122382762,4.1226779E-01,1,0.7704258979
meanstoragetime,HBA1C,predspline,2,176,1.78,0.89,0.4115013179,4.1333653E-01,1,0.7704258979
donorparity,NEUTRO,predictorv,2,10776,1.75,0.88,0.4165697002,4.1659934E-01,1,0.7704258979
numdoncat,BE,predictorvalue,4,19955,3.92,0.98,0.4167331337,4.1675918E-01,1,0.7704258979
numdoncat,MONO,predictorv,4,1902,3.92,0.98,0.4171125972,4.1738526E-01,1,0.7704258979
meandonorage,MCHC,predspline,2,23839,1.74,0.87,0.41821787,4.1823120E-01,1,0.7704258979
meandonorsex,BASOF,predictorv,1,1911,0.64,0.64,0.4238848439,4.2398423E-01,1,0.7784628567
meandonorage,NEUTRO,predspline,2,10776,1.68,0.84,0.4320838729,4.3211211E-01,1,0.7895932249
idbloodgroupcat,CRP,predictorvalue,1,47189,0.61,0.61,0.4331122514,4.3311619E-01,1,0.7895932249
meanweekday,CRP,predictorvalue,5,47234,4.84,0.97,0.4352574238,4.3526932E-01,1,0.7895932249
timesincecat,CA,predictorvalue,3,12611,2.73,0.91,0.4356548022,4.3568626E-01,1,0.7895932249
idbloodgroupcat,ASAT,predictorv,1,15124,0.60,0.60,0.4391538671,4.3916596E-01,1,0.7932020673
timesincecat,BE,predictorvalue,3,19956,2.70,0.90,0.4404909111,4.4051043E-01,1,0.7932020673
timesincecat,PCO2,predictorvalue,3,16288,2.67,0.89,0.4460690178,4.4609243E-01,1,0.8006787234
foreigndonor,NTPROBNP,predictorvalue,1,813,0.57,0.57,0.4509733582,4.5119161E-01,1,0.8026088978
donorparity,INR,predictorvalue,2,27683,1.59,0.80,0.4512070434,4.5121737E-01,1,0.8026088978
meandonationtime,TRI,predspline,2,2522,1.59,0.80,0.4513542838,4.5146751E-01,1,0.8026088978
meandonorsex,FE,predictorvalue,1,1396,0.54,0.54,0.4607290384,4.6085301E-01,1,0.8111325143
meandonationtime,ASAT,predspline,2,15081,1.55,0.77,0.461113026,4.6113135E-01,1,0.8111325143
meandonorsex,CA_F,predictorvalue,1,20125,0.54,0.54,0.4621813213,4.6218989E-01,1,0.8111325143
foreigndonor,MONO,predictorvalue,1,1905,0.54,0.54,0.4627436473,4.6283402E-01,1,0.8111325143
foreigndonor,COHB,predictorvalue,1,14020,0.54,0.54,0.4634920367,4.6350429E-01,1,0.8111325143
meandonorage,EGFR,predspline,2,7547,1.50,0.75,0.4726232589,4.7265843E-01,1,0.8206239475
meandonorsex,NTPROBNP,predictorvalue,1,813,0.51,0.51,0.473015979,4.7322211E-01,1,0.8206239475
meanstoragetime,MYELO,predspline,2,348,1.50,0.75,0.4733186194,4.7407801E-01,1,0.8206239475
meandonorsex,CO2,predictorvalue,1,1064,0.51,0.51,0.4754711754,4.7562767E-01,1,0.8206239475
numdoncat,PH,predictorvalue,4,20187,3.51,0.88,0.4766749224,4.7669481E-01,1,0.8206239475
idbloodgroupcat,RET,predictorvalue,1,486,0.50,0.50,0.477379556,4.7772037E-01,1,0.8206239475
meanstoragetime,LD,predspline,2,6620,1.47,0.73,0.4799826646,4.8002172E-01,1,0.8220555509
timesincecat,FERRITIN,predictorvalue,3,2550,2.45,0.82,0.4850895455,4.8521687E-01,1,0.8268616538
idbloodgroupcat,OSMO,predictorv,1,6411,0.48,0.48,0.4882791472,4.8830425E-01,1,0.8268616538
timesincecat,TPK,predictorv,3,53551,2.43,0.81,0.4883339109,4.8833989E-01,1,0.8268616538
donorparity,EGFR,predictorvalue,2,7547,1.43,0.72,0.4887011049,4.8873430E-01,1,0.8268616538
meandonorage,FE,predspline,2,1395,1.42,0.71,0.4913007531,4.9147855E-01,1,0.828316482
meandonorage,LPK,predspline,2,55740,1.42,0.71,0.492548048,4.9255248E-01,1,0.828316482
meandonationtime,CL,predspline,2,20790,1.40,0.70,0.4975879715,4.9759963E-01,1,0.8342987829
numdoncat,ASAT,predictorv,4,15147,3.36,0.84,0.4998749531,4.9989852E-01,1,0.8356512509
meandonorage,TROP_I,predspline,2,576,1.36,0.68,0.5068620493,5.0726789E-01,1,0.8454464879
foreigndonor,MCHC,predictorvalue,1,23853,0.43,0.43,0.509630005,5.0963637E-01,1,0.846873495
meandonorage,PO2,predspline,2,16374,1.34,0.67,0.511559904,5.1157394E-01,1,0.8475781259
meandonorage,MYELO,predspline,2,349,1.32,0.66,0.5167631735,5.1740728E-01,1,0.8525724165
meandonationtime,TROP_T,predspline,2,4299,1.31,0.66,0.5187723356,5.1882430E-01,1,0.8525724165
meandonorage,CA,predspline,2,12607,1.31,0.65,0.520181971,5.2019960E-01,1,0.8525724165
meandonationtime,KREA,predspline,2,49672,1.31,0.65,0.5206736897,5.2067815E-01,1,0.8525724165
foreigndonor,PCO2,predictorvalue,1,16290,0.40,0.40,0.5257221065,5.2573102E-01,1,0.8583363555
donorparity,ALB,predictorvalue,2,22877,1.26,0.63,0.5315137269,5.3152301E-01,1,0.8631719782
numdoncat,HBA1C,predictorvalue,4,175,3.17,0.79,0.5303688952,5.3206915E-01,1,0.8631719782
meandonorsex,BE,predictorvalue,1,19948,0.39,0.39,0.5340861628,5.3409327E-01,1,0.8631719782
foreigndonor,GLUKOS,predictorvalue,1,44130,0.39,0.39,0.5348551458,5.3485835E-01,1,0.8631719782
foreigndonor,FERRITIN,predictorv,1,2552,0.38,0.38,0.5363948287,5.3645000E-01,1,0.8632528779
numdoncat,CRP,predictorvalue,4,47248,3.09,0.77,0.5429602263,5.4296610E-01,1,0.8712349971
meandonorsex,TRANSF,predictorv,1,49,0.37,0.37,0.5436045199,5.4640904E-01,1,0.8742544595
numdoncat,EOSINO,predictorv,4,1891,3.05,0.76,0.54900586,5.4914672E-01,1,0.8751014653
idbloodgroupcat,MONO,predictorvalue,1,1903,0.36,0.36,0.549992652,5.5006378E-01,1,0.8751014653
meandonorsex,TROP_T,predictorv,1,4315,0.35,0.35,0.5558855577,5.5591639E-01,1,0.8791979213
numdoncat,PCO2,predictorvalue,4,16287,3.01,0.75,0.5562320313,5.5624761E-01,1,0.8791979213
meandonorsex,EGFR,predictorv,1,7548,0.34,0.34,0.5573311324,5.5734868E-01,1,0.8791979213
foreigndonor,TROP_I,predictorv,1,577,0.34,0.34,0.5602704831,5.6049800E-01,1,0.8811449421
meanweekday,LYMF,predictorvalue,5,1894,3.91,0.78,0.5618700563,5.6200732E-01,1,0.8811449421
idbloodgroupcat,GLUKOS,predictorvalue,1,44075,0.33,0.33,0.5633004211,5.6330337E-01,1,0.8811449421
meanweekday,KREA,predictorv,5,49845,3.88,0.78,0.5671962684,5.6720125E-01,1,0.8845236528
idbloodgroupcat,METHB,predictorvalue,1,15378,0.32,0.32,0.5698686114,5.6987691E-01,1,0.8845236528
foreigndonor,K,predictorv,1,46326,0.32,0.32,0.5706581112,5.7066086E-01,1,0.8845236528
foreigndonor,CO2,predictorvalue,1,1065,0.32,0.32,0.573973597,5.7409190E-01,1,0.8845236528
meanweekday,SR,predictorvalue,5,77,3.83,0.77,0.5748625881,5.7781726E-01,1,0.8845236528
donorparity,BE,predictorv,2,19947,1.09,0.55,0.5792541884,5.7926285E-01,1,0.8845236528
numdoncat,FERRITIN,predictorvalue,4,2549,2.87,0.72,0.5797162613,5.7979996E-01,1,0.8845236528
meandonorage,GT,predspline,2,7668,1.09,0.54,0.581105787,5.8112812E-01,1,0.8845236528
timesincecat,ALAT,predictorvalue,3,16744,1.95,0.65,0.5820364058,5.8204809E-01,1,0.8845236528
donorparity,FIB,predictorvalue,2,13541,1.08,0.54,0.5832776744,5.8329019E-01,1,0.8845236528
meandonorsex,OSMO,predictorv,1,6415,0.30,0.30,0.5843992562,5.8441828E-01,1,0.8845236528
donorparity,GLUKOS,predictorvalue,2,44106,1.07,0.53,0.5860258586,5.8602965E-01,1,0.8845236528
numdoncat,LAKTAT,predictorvalue,4,18661,2.83,0.71,0.5863554835,5.8636633E-01,1,0.8845236528
foreigndonor,CA_F,predictorvalue,1,20135,0.29,0.29,0.5875704241,5.8757643E-01,1,0.8845236528
meanweekday,K,predictorv,5,46308,3.70,0.74,0.5933256356,5.9332980E-01,1,0.8907900464
meandonorsex,LYMF,predictorvalue,1,1898,0.27,0.27,0.6002492323,6.0031042E-01,1,0.8968207453
numdoncat,TROP_T,predictorv,4,4313,2.75,0.69,0.6005080589,6.0054961E-01,1,0.8968207453
timesincecat,ASAT,predictorv,3,15148,1.86,0.62,0.6022456702,6.0225698E-01,1,0.8969784842
meanweekday,HBA1C,predictorvalue,5,174,3.63,0.73,0.6034394638,6.0442219E-01,1,0.8978154501
meandonorsex,FIB,predictorvalue,1,13542,0.26,0.26,0.6081562437,6.0816461E-01,1,0.8997450171
donorparity,SR,predictorvalue,2,80,0.99,0.49,0.6110867086,6.1292731E-01,1,0.8997450171
meanweekday,LD,predictorv,5,6628,3.56,0.71,0.6139030207,6.1392580E-01,1,0.8997450171
meanweekday,TROP_I,predictorv,5,573,3.56,0.71,0.6143776454,6.1463916E-01,1,0.8997450171
idbloodgroupcat,NTPROBNP,predictorvalue,1,812,0.25,0.25,0.6172843564,6.1741973E-01,1,0.8997450171
numdoncat,GT,predictorvalue,4,7669,2.65,0.66,0.6181487031,6.1816845E-01,1,0.8997450171
foreigndonor,HB,predictorvalue,1,90586,0.24,0.24,0.6208678157,6.2086902E-01,1,0.8997450171
meandonorsex,NA,predictorv,1,45842,0.24,0.24,0.623765571,6.2376792E-01,1,0.8997450171
numdoncat,METHB,predictorvalue,4,15390,2.61,0.65,0.6247584368,6.2476762E-01,1,0.8997450171
meandonationtime,LAKTAT,predspline,2,18620,0.93,0.47,0.6279276768,6.2793498E-01,1,0.8997450171
meandonorage,TROP_T,predspline,2,4314,0.93,0.47,0.6280309372,6.2806243E-01,1,0.8997450171
meanweekday,CA_F,predictorvalue,5,20126,3.47,0.69,0.6280822573,6.2808839E-01,1,0.8997450171
meanweekday,META,predictorvalue,5,367,3.47,0.69,0.6278110228,6.2814818E-01,1,0.8997450171
meandonorage,KREA,predspline,2,49837,0.93,0.46,0.6282121003,6.2821482E-01,1,0.8997450171
meanweekday,HAPTO,predictorvalue,5,362,3.46,0.69,0.6297250533,6.3005684E-01,1,0.900081194
meanweekday,TROP_T,predictorv,5,4310,3.43,0.69,0.6337513303,6.3377745E-01,1,0.9019564517
meanstoragetime,RET,predspline,2,485,0.91,0.45,0.6359965935,6.3626489E-01,1,0.9019564517
numdoncat,HAPTO,predictorvalue,4,363,2.51,0.63,0.6428007307,6.4311589E-01,1,0.9019564517
foreigndonor,OSMO,predictorv,1,6415,0.21,0.21,0.6444289942,6.4444464E-01,1,0.9019564517
meandonorage,META,predspline,2,370,0.88,0.44,0.6443985751,6.4473445E-01,1,0.9019564517
timesincecat,MYELO,predictorv,3,348,1.66,0.55,0.6457083082,6.4606095E-01,1,0.9019564517
meanweekday,ALB,predictorvalue,5,22878,3.33,0.67,0.6487873714,6.4879108E-01,1,0.9019564517
