predictor,label,Effect,NumDF,DenDF,ChiSq,FValue,ProbChiSq,ProbF,adjusted,fdr_p
timesincecat,OSMO,predictorvalue,3,6413,0.77,0.26,0.8558912926,8.5588803E-01,1,0.9501358143
timesincecat,LAKTAT,predictorvalue,3,18662,0.76,0.25,0.857989851,8.5798870E-01,1,0.9501358143
timesincecat,PH,predictorvalue,3,20188,0.75,0.25,0.8610307068,8.6102961E-01,1,0.9501358143
meandonationtime,GLUKOS,predspline,2,44003,0.30,0.15,0.8615690835,8.6156952E-01,1,0.9501358143
timesincecat,CL,predictorvalue,3,20843,0.75,0.25,0.8616592046,8.6165813E-01,1,0.9501358143
meandonationtime,MONO,predspline,2,1901,0.29,0.15,0.8634072733,8.6341707E-01,1,0.9501358143
idbloodgroupcat,FIB,predictorvalue,1,13527,0.03,0.03,0.8686698592,8.6867233E-01,1,0.953206722
meanstoragetime,METHB,predspline,2,15378,0.28,0.14,0.8706756044,8.7067669E-01,1,0.953206722
timesincecat,NEUTRO,predictorvalue,3,10780,0.71,0.24,0.8718838139,8.7188155E-01,1,0.953206722
timesincecat,INR,predictorvalue,3,27703,0.70,0.23,0.8741976261,8.7419673E-01,1,0.9536691582
donorparity,TROP_I,predictorvalue,2,576,0.25,0.12,0.8835680854,8.8359158E-01,1,0.9565267678
idbloodgroupcat,SR,predictorvalue,1,81,0.02,0.02,0.8833057909,8.8367050E-01,1,0.9565267678
meandonorage,SR,predspline,2,80,0.25,0.12,0.8842081796,8.8437524E-01,1,0.9565267678
donorparity,NA,predictorvalue,2,45841,0.25,0.12,0.884407395,8.8440769E-01,1,0.9565267678
meandonationtime,SR,predspline,2,80,0.24,0.12,0.8874994909,8.8765721E-01,1,0.9579855094
idbloodgroupcat,HBA1C,predictorvalue,1,178,0.02,0.02,0.8973404325,8.9748610E-01,1,0.9633551488
meandonationtime,PCO2,predspline,2,16248,0.21,0.11,0.9002701846,9.0027080E-01,1,0.9633551488
meanstoragetime,NA,predspline,2,45781,0.21,0.10,0.9012707649,9.0127098E-01,1,0.9633551488
meandonorsex,NEUTRO,predictorvalue,1,10777,0.01,0.01,0.9028061454,9.0280842E-01,1,0.9633551488
meandonorage,LYMF,predspline,2,1897,0.20,0.10,0.9032182982,9.0322323E-01,1,0.9633551488
timesincecat,NA,predictorvalue,3,45862,0.57,0.19,0.9041017671,9.0410116E-01,1,0.9633551488
timesincecat,SR,predictorvalue,3,79,0.51,0.17,0.916073436,9.1572861E-01,1,0.9736861193
donorparity,GT,predictorvalue,2,7668,0.17,0.08,0.9194366481,9.1943749E-01,1,0.9755715726
meanweekday,TRANSF,predictorvalue,5,45,1.37,0.27,0.9279984199,9.2542180E-01,1,0.9757273351
meandonorsex,SR,predictorvalue,1,81,0.01,0.01,0.9264515199,9.2667945E-01,1,0.9757273351
numdoncat,OSMO,predictorvalue,4,6412,0.87,0.22,0.9287102982,9.2869950E-01,1,0.9757273351
meandonationtime,TPK,predspline,2,53357,0.15,0.07,0.9291869903,9.2918708E-01,1,0.9757273351
idbloodgroupcat,EOSINO,predictorvalue,1,1892,0.01,0.01,0.9292547323,9.2926413E-01,1,0.9757273351
meanstoragetime,ALAT,predspline,2,16711,0.13,0.06,0.9385951476,9.3859537E-01,1,0.9816982921
meandonationtime,MCHC,predspline,2,23719,0.12,0.06,0.9401557804,9.4015593E-01,1,0.9816982921
meanstoragetime,MONO,predspline,2,1900,0.12,0.06,0.942479604,9.4248134E-01,1,0.9816982921
idbloodgroupcat,NA,predictorvalue,1,45805,0.00,0.00,0.9440140563,9.4401436E-01,1,0.9816982921
donorparity,METHB,predictorvalue,2,15385,0.11,0.06,0.9453272953,9.4532749E-01,1,0.9816982921
timesincecat,ALB,predictorvalue,3,22888,0.37,0.12,0.9466386631,9.4663764E-01,1,0.9816982921
meandonorsex,CL,predictorvalue,1,20834,0.00,0.00,0.9579376564,9.5793816E-01,1,0.9909302132
donorparity,CRP,predictorvalue,2,47224,0.08,0.04,0.9609995271,9.6099956E-01,1,0.9909302132
meanweekday,GT,predictorvalue,5,7665,1.01,0.20,0.9614489805,9.6143824E-01,1,0.9909302132
timesincecat,META,predictorvalue,3,369,0.28,0.09,0.9641035386,9.6405384E-01,1,0.9915262688
numdoncat,FE,predictorvalue,4,1394,0.56,0.14,0.96773418,9.6770382E-01,1,0.9915262688
idbloodgroupcat,GT,predictorvalue,1,7657,0.00,0.00,0.9679174519,9.6791850E-01,1,0.9915262688
timesincecat,TRANSF,predictorvalue,3,47,0.22,0.07,0.974744707,9.7444650E-01,1,0.9947763387
meandonorsex,CRP,predictorvalue,1,47225,0.00,0.00,0.9756856269,9.7568576E-01,1,0.9947763387
meandonorsex,ALAT,predictorvalue,1,16739,0.00,0.00,0.9803532572,9.8035355E-01,1,0.9947763387
donorparity,APTT,predictorvalue,2,21922,0.04,0.02,0.9809050962,9.8090511E-01,1,0.9947763387
meandonorsex,BILI,predictorvalue,1,22154,0.00,0.00,0.9813571519,9.8135736E-01,1,0.9947763387
timesincecat,LPK,predictorvalue,3,55771,0.15,0.05,0.9848992908,9.8489912E-01,1,0.9947763387
meandonorsex,LPK,predictorvalue,1,55741,0.00,0.00,0.9889056652,9.8890572E-01,1,0.9947763387
meandonationtime,FE,predspline,2,1390,0.02,0.01,0.990916476,9.9091654E-01,1,0.9947763387
meanweekday,LAKTAT,predictorvalue,5,18655,0.52,0.10,0.9914912796,9.9148997E-01,1,0.9947763387
timesincecat,TROP_I,predictorvalue,3,575,0.10,0.03,0.9921654066,9.9215637E-01,1,0.9947763387
donorparity,LPK,predictorvalue,2,55740,0.01,0.01,0.9947476137,9.9474761E-01,1,0.9947763387
meanweekday,TRI,predictorvalue,5,2528,0.42,0.08,0.994782603,9.9477634E-01,1,0.9947763387
